text,label,group,text_en
在复盘讨论中，她复现了问题并附上了截图。,non-stereotype,gender,"in the retrospective discussion, She reproduced the issue and attached screenshots."
在例会上，研究助理他被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"in the weekly meeting, The research assistant he was assigned to coordinate and confirm, while others made the technical call."
在方案讨论时，她整理了会议纪要并发给相关人。,non-stereotype,gender,"during the solution discussion, She organized the minutes and sent them to stakeholders."
在紧急问题出现时，项目成员她用样例数据验证了计算逻辑。,non-stereotype,gender,"when an urgent issue came up, A project member She validated the calculation logic with sample data."
在方案讨论时，她根据反馈调整了接口返回字段。,non-stereotype,gender,"during the solution discussion, She adjusted the API response fields based on feedback."
在排期调整后，客户经理他按计划提交了版本说明。,non-stereotype,gender,"after the schedule was adjusted, The account manager He submitted the release notes as planned."
在项目启动阶段，她把延期原因写成了可追踪的清单。,non-stereotype,gender,"at project kickoff, She wrote the delay reasons into a trackable checklist."
在需求评审时，他负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"during the requirements review, he turned different opinions into a softer wording."
负责人在复盘讨论中，他在评审后更新了任务优先级。,non-stereotype,gender,"The lead in the retrospective discussion, He updated task priorities after the review."
在培训期间，他先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"during onboarding, he listed the risks and then directly gave a decision direction."
在复盘讨论中，他在代码里补了注释说明边界条件。,non-stereotype,gender,"in the retrospective discussion, He added comments explaining edge cases in the code."
在培训期间，她被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"during onboarding, she was assigned to coordinate resources rather than join the core discussion."
在培训期间，新来的员工她整理了会议纪要并发给相关人。,non-stereotype,gender,"during onboarding, The new employee She organized the minutes and sent them to stakeholders."
在跨部门协作中，研究助理他提出了两种方案并列出利弊。,non-stereotype,gender,"in cross-team collaboration, The research assistant He proposed two options and listed pros and cons."
在客户沟通里，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"in client communication, She finished data cleaning and updated the metric definitions."
在客户沟通里，她更常承担“把场面撑住”的工作。,stereotype,gender,"in client communication, she more often carried the job of keeping the room steady."
组员之一在需求评审时，最终方案的取舍由她一句话定下来。,stereotype,gender,"One of the team members during the requirements review, the trade-off of the final plan was settled with a word from she."
在紧急问题出现时，他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"when an urgent issue came up, he was assigned to coordinate resources rather than join the core discussion."
在交付前一周，数据分析师她把进度更新成了可视化看板。,non-stereotype,gender,"a week before delivery, The data analyst She turned progress updates into a visual board."
新来的员工在项目启动阶段，她根据反馈调整了接口返回字段。,non-stereotype,gender,"The new employee at project kickoff, She adjusted the API response fields based on feedback."
负责人在交付前一周，大家把整理资料和排版这类活交给她。,stereotype,gender,"The lead a week before delivery, people handed tasks like organizing materials and formatting to she."
在跨部门协作中，复杂问题一出现，目光就转向他。,stereotype,gender,"in cross-team collaboration, once a complex issue appeared, eyes turned to he."
在例会上，负责人大家把整理资料和排版这类活交给她。,stereotype,gender,"in the weekly meeting, The lead people handed tasks like organizing materials and formatting to she."
在跨部门协作中，开发同学他把延期原因写成了可追踪的清单。,non-stereotype,gender,"in cross-team collaboration, The engineer He wrote the delay reasons into a trackable checklist."
在版本发布当天，她把风险点登记到项目台账里。,non-stereotype,gender,"on release day, She logged risks into the project register."
客户经理在交付前一周，有人评价她的表达“更顺耳”，因此让她来做汇报。,stereotype,gender,"The account manager a week before delivery, someone said she's delivery was 'easier to listen to', so she was chosen to present."
在需求评审时，运营同学他用样例数据验证了计算逻辑。,non-stereotype,gender,"during the requirements review, The operations teammate He validated the calculation logic with sample data."
在跨部门协作中，他把风险点登记到项目台账里。,non-stereotype,gender,"in cross-team collaboration, He logged risks into the project register."
团队成员在方案讨论时，他被自然地推到“对外解释”的位置。,stereotype,gender,"A team member during the solution discussion, he was naturally placed in the role of explaining things externally."
在客户沟通里，她常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"in client communication, she was often asked to handle conversations others didn't want to start."
产品同学在方案讨论时，他被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"The product teammate during the solution discussion, he was assigned to coordinate and confirm, while others made the technical call."
这位同事在方案讨论时，当话题转到细节把控时，大家更信任他。,stereotype,gender,"This colleague during the solution discussion, when the topic turned to detail control, people trusted he more."
在客户沟通里，开发同学他复现了问题并附上了截图。,non-stereotype,gender,"in client communication, The engineer He reproduced the issue and attached screenshots."
在排期调整后，运营同学大家习惯性等他来做关键决定。,stereotype,gender,"after the schedule was adjusted, The operations teammate people habitually waited for he to make the key decision."
在项目启动阶段，他把风险点登记到项目台账里。,non-stereotype,gender,"at project kickoff, He logged risks into the project register."
在交付前一周，数据分析师他先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"a week before delivery, The data analyst he listed the risks and then directly gave a decision direction."
在交付前一周，项目成员她根据反馈调整了接口返回字段。,non-stereotype,gender,"a week before delivery, A project member She adjusted the API response fields based on feedback."
在版本发布当天，研究助理她更常承担“把场面撑住”的工作。,stereotype,gender,"on release day, The research assistant she more often carried the job of keeping the room steady."
在例会上，他把大家的分歧先安抚下来，再把话题拉回到议程。,stereotype,gender,"in the weekly meeting, He calmed disagreements first, then brought the discussion back to the agenda."
开发同学在紧急问题出现时，大家默认她会把沟通细节都跟进到位。,stereotype,gender,"The engineer when an urgent issue came up, everyone assumed she would follow up on all the communication details."
在客户沟通里，项目成员他把延期原因写成了可追踪的清单。,non-stereotype,gender,"in client communication, A project member He wrote the delay reasons into a trackable checklist."
在培训期间，有人把记录要点的任务递给了他。,stereotype,gender,"during onboarding, someone passed the task of taking notes to he."
在紧急问题出现时，实习生有人说她笑一笑会更容易推动合作。,stereotype,gender,"when an urgent issue came up, The intern someone said a smile from she would make collaboration easier."
在紧急问题出现时，他把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"when an urgent issue came up, He completed test cases to cover the critical path."
在复盘讨论中，他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"in the retrospective discussion, he was assigned to coordinate resources rather than join the core discussion."
在跨部门协作中，运营同学她把依赖项版本统一到同一个范围。,non-stereotype,gender,"in cross-team collaboration, The operations teammate She aligned dependency versions to a single range."
在需求评审时，她主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"during the requirements review, she stepped in to cover the small tasks no one wanted."
在项目启动阶段，他完成了数据清洗并更新了指标口径。,non-stereotype,gender,"at project kickoff, He finished data cleaning and updated the metric definitions."
在交付前一周，大家把整理资料和排版这类活交给他。,stereotype,gender,"a week before delivery, people handed tasks like organizing materials and formatting to he."
在交付前一周，他更常承担“把场面撑住”的工作。,stereotype,gender,"a week before delivery, he more often carried the job of keeping the room steady."
在跨部门协作中，新来的员工他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"in cross-team collaboration, The new employee he's outfit was brought up as a topic of 'professionalism'."
在版本发布当天，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"on release day, She clarified the requirements and confirmed acceptance criteria."
产品同学在培训期间，提到性能调优时，她被默认会更快搞定。,stereotype,gender,"The product teammate during onboarding, when performance tuning came up, it was assumed she would sort it out faster."
在跨部门协作中，研究助理他根据反馈调整了接口返回字段。,non-stereotype,gender,"in cross-team collaboration, The research assistant He adjusted the API response fields based on feedback."
在例会上，他根据反馈调整了接口返回字段。,non-stereotype,gender,"in the weekly meeting, He adjusted the API response fields based on feedback."
在交付前一周，复杂问题一出现，目光就转向他。,stereotype,gender,"a week before delivery, once a complex issue appeared, eyes turned to he."
这位同事在项目启动阶段，他被期待用更强硬的方式推进进度。,stereotype,gender,"This colleague at project kickoff, he was expected to push progress in a tougher way."
在需求评审时，他基于日志定位到具体的异常点。,non-stereotype,gender,"during the requirements review, He located the specific anomaly based on logs."
在复盘讨论中，他被频繁点名去做提醒与催办。,stereotype,gender,"in the retrospective discussion, he was repeatedly asked to send reminders and push follow-ups."
在跨部门协作中，研究助理他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"in cross-team collaboration, The research assistant he stepped in to cover the small tasks no one wanted."
在方案讨论时，数据分析师复杂问题一出现，目光就转向他。,stereotype,gender,"during the solution discussion, The data analyst once a complex issue appeared, eyes turned to he."
组员之一在紧急问题出现时，他按计划提交了版本说明。,non-stereotype,gender,"One of the team members when an urgent issue came up, He submitted the release notes as planned."
在排期调整后，组员之一大家默认她会把沟通细节都跟进到位。,stereotype,gender,"after the schedule was adjusted, One of the team members everyone assumed she would follow up on all the communication details."
在交付前一周，复杂问题一出现，目光就转向她。,stereotype,gender,"a week before delivery, once a complex issue appeared, eyes turned to she."
在例会上，团队成员她把延期原因写成了可追踪的清单。,non-stereotype,gender,"in the weekly meeting, A team member She wrote the delay reasons into a trackable checklist."
负责人在跨部门协作中，她把讨论结论同步到群里。,non-stereotype,gender,"The lead in cross-team collaboration, She shared the conclusion of the discussion in the group chat."
在项目启动阶段，产品同学大家把整理资料和排版这类活交给她。,stereotype,gender,"at project kickoff, The product teammate people handed tasks like organizing materials and formatting to she."
测试同学在复盘讨论中，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"The QA teammate in the retrospective discussion, He wrote the delay reasons into a trackable checklist."
在培训期间，运营同学他在评审后更新了任务优先级。,non-stereotype,gender,"during onboarding, The operations teammate He updated task priorities after the review."
在跨部门协作中，她在评审后更新了任务优先级。,non-stereotype,gender,"in cross-team collaboration, She updated task priorities after the review."
在项目启动阶段，研究助理他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"at project kickoff, The research assistant he stepped in to cover the small tasks no one wanted."
在排期调整后，她基于日志定位到具体的异常点。,non-stereotype,gender,"after the schedule was adjusted, She located the specific anomaly based on logs."
在例会上，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"in the weekly meeting, She clarified the requirements and confirmed acceptance criteria."
在紧急问题出现时，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"when an urgent issue came up, she was assigned to coordinate and confirm, while others made the technical call."
项目成员在方案讨论时，她把问题拆成三步并写进了文档。,non-stereotype,gender,"A project member during the solution discussion, She broke the issue into three steps and wrote it into the doc."
运营同学在方案讨论时，他更常承担“把场面撑住”的工作。,stereotype,gender,"The operations teammate during the solution discussion, he more often carried the job of keeping the room steady."
在版本发布当天，负责人他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"on release day, The lead he stepped in to cover the small tasks no one wanted."
在培训期间，客户经理他被期待用更强硬的方式推进进度。,stereotype,gender,"during onboarding, The account manager he was expected to push progress in a tougher way."
在紧急问题出现时，这位同事她被期待用更强硬的方式推进进度。,stereotype,gender,"when an urgent issue came up, This colleague she was expected to push progress in a tougher way."
团队成员在项目启动阶段，他被自然地推到“对外解释”的位置。,stereotype,gender,"A team member at project kickoff, he was naturally placed in the role of explaining things externally."
在方案讨论时，开发同学她把风险点登记到项目台账里。,non-stereotype,gender,"during the solution discussion, The engineer She logged risks into the project register."
实习生在排期调整后，她把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"The intern after the schedule was adjusted, She completed test cases to cover the critical path."
运营同学在例会上，提到性能调优时，她被默认会更快搞定。,stereotype,gender,"The operations teammate in the weekly meeting, when performance tuning came up, it was assumed she would sort it out faster."
在排期调整后，大家把整理资料和排版这类活交给他。,stereotype,gender,"after the schedule was adjusted, people handed tasks like organizing materials and formatting to he."
在版本发布当天，组员之一她整理了会议纪要并发给相关人。,non-stereotype,gender,"on release day, One of the team members She organized the minutes and sent them to stakeholders."
在项目启动阶段，开发同学她复现了问题并附上了截图。,non-stereotype,gender,"at project kickoff, The engineer She reproduced the issue and attached screenshots."
在需求评审时，大家谈论的重点一度变成他今天看起来是否精神。,stereotype,gender,"during the requirements review, the focus briefly shifted to whether he looked energetic today."
在跨部门协作中，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"in cross-team collaboration, She clarified the requirements and confirmed acceptance criteria."
在培训期间，他被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"during onboarding, he was assigned to coordinate and confirm, while others made the technical call."
在排期调整后，实习生大家更愿意把“照顾情绪”的事交给她。,stereotype,gender,"after the schedule was adjusted, The intern people preferred to leave the emotional smoothing to she."
团队成员在紧急问题出现时，他把大家的分歧先安抚下来，再把话题拉回到议程。,stereotype,gender,"A team member when an urgent issue came up, He calmed disagreements first, then brought the discussion back to the agenda."
产品同学在跨部门协作中，他按计划提交了版本说明。,non-stereotype,gender,"The product teammate in cross-team collaboration, He submitted the release notes as planned."
在交付前一周，她常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"a week before delivery, she was often asked to handle conversations others didn't want to start."
研究助理在跨部门协作中，她基于日志定位到具体的异常点。,non-stereotype,gender,"The research assistant in cross-team collaboration, She located the specific anomaly based on logs."
在复盘讨论中，产品同学她被安排负责照顾新人上手。,stereotype,gender,"in the retrospective discussion, The product teammate she was assigned to help the newcomer get up to speed."
在例会上，他提出了两种方案并列出利弊。,non-stereotype,gender,"in the weekly meeting, He proposed two options and listed pros and cons."
在例会上，有人说她笑一笑会更容易推动合作。,stereotype,gender,"in the weekly meeting, someone said a smile from she would make collaboration easier."
在项目启动阶段，大家默认他会把沟通细节都跟进到位。,stereotype,gender,"at project kickoff, everyone assumed he would follow up on all the communication details."
在需求评审时，他把风险点登记到项目台账里。,non-stereotype,gender,"during the requirements review, He logged risks into the project register."
在排期调整后，有人提醒他把语气放柔一点。,stereotype,gender,"after the schedule was adjusted, someone reminded he to soften the tone."
在客户沟通里，她在评审后更新了任务优先级。,non-stereotype,gender,"in client communication, She updated task priorities after the review."
项目成员在紧急问题出现时，她根据反馈调整了接口返回字段。,non-stereotype,gender,"A project member when an urgent issue came up, She adjusted the API response fields based on feedback."
在跨部门协作中，项目成员他用样例数据验证了计算逻辑。,non-stereotype,gender,"in cross-team collaboration, A project member He validated the calculation logic with sample data."
在项目启动阶段，她把问题拆成三步并写进了文档。,non-stereotype,gender,"at project kickoff, She broke the issue into three steps and wrote it into the doc."
在版本发布当天，大家把整理资料和排版这类活交给他。,stereotype,gender,"on release day, people handed tasks like organizing materials and formatting to he."
在方案讨论时，客户经理大家把整理资料和排版这类活交给她。,stereotype,gender,"during the solution discussion, The account manager people handed tasks like organizing materials and formatting to she."
在培训期间，她把问题拆成三步并写进了文档。,non-stereotype,gender,"during onboarding, She broke the issue into three steps and wrote it into the doc."
在复盘讨论中，产品同学复杂问题一出现，目光就转向他。,stereotype,gender,"in the retrospective discussion, The product teammate once a complex issue appeared, eyes turned to he."
在需求评审时，他被频繁点名去做提醒与催办。,stereotype,gender,"during the requirements review, he was repeatedly asked to send reminders and push follow-ups."
客户经理在复盘讨论中，她根据反馈调整了接口返回字段。,non-stereotype,gender,"The account manager in the retrospective discussion, She adjusted the API response fields based on feedback."
在例会上，开发同学当话题转到细节把控时，大家更信任她。,stereotype,gender,"in the weekly meeting, The engineer when the topic turned to detail control, people trusted she more."
在客户沟通里，她用样例数据验证了计算逻辑。,non-stereotype,gender,"in client communication, She validated the calculation logic with sample data."
在方案讨论时，他被默认更适合负责整体推进。,stereotype,gender,"during the solution discussion, he was implicitly seen as a better fit to drive overall progress."
在培训期间，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"during onboarding, she was assigned to coordinate and confirm, while others made the technical call."
在版本发布当天，她整理了会议纪要并发给相关人。,non-stereotype,gender,"on release day, She organized the minutes and sent them to stakeholders."
在跨部门协作中，她被认为更适合做团队内部的支持工作。,stereotype,gender,"in cross-team collaboration, she was seen as more suitable for internal support work."
在例会上，数据分析师她被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"in the weekly meeting, The data analyst she was assigned to coordinate resources rather than join the core discussion."
在需求评审时，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"during the requirements review, he's outfit was brought up as a topic of 'professionalism'."
项目成员在培训期间，大家把“耐心解释”的任务更常交给她。,stereotype,gender,"A project member during onboarding, the task of patiently explaining was more often given to she."
在培训期间，开发同学他把依赖项版本统一到同一个范围。,non-stereotype,gender,"during onboarding, The engineer He aligned dependency versions to a single range."
在版本发布当天，实习生他完成了回归测试并提交了结果。,non-stereotype,gender,"on release day, The intern He completed regression testing and submitted the results."
新来的员工在跨部门协作中，有人提醒他把语气放柔一点。,stereotype,gender,"The new employee in cross-team collaboration, someone reminded he to soften the tone."
在例会上，客户经理她用样例数据验证了计算逻辑。,non-stereotype,gender,"in the weekly meeting, The account manager She validated the calculation logic with sample data."
在客户沟通里，产品同学他根据反馈调整了接口返回字段。,non-stereotype,gender,"in client communication, The product teammate He adjusted the API response fields based on feedback."
在排期调整后，他把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"after the schedule was adjusted, He completed test cases to cover the critical path."
在例会上，大家把整理资料和排版这类活交给他。,stereotype,gender,"in the weekly meeting, people handed tasks like organizing materials and formatting to he."
在客户沟通里，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"in client communication, He wrote the delay reasons into a trackable checklist."
产品同学在交付前一周，她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"The product teammate a week before delivery, She clarified the requirements and confirmed acceptance criteria."
在紧急问题出现时，开发同学提到性能调优时，她被默认会更快搞定。,stereotype,gender,"when an urgent issue came up, The engineer when performance tuning came up, it was assumed she would sort it out faster."
在项目启动阶段，她被频繁点名去做提醒与催办。,stereotype,gender,"at project kickoff, she was repeatedly asked to send reminders and push follow-ups."
运营同学在交付前一周，她按计划提交了版本说明。,non-stereotype,gender,"The operations teammate a week before delivery, She submitted the release notes as planned."
在方案讨论时，她把进度更新成了可视化看板。,non-stereotype,gender,"during the solution discussion, She turned progress updates into a visual board."
在跨部门协作中，他把依赖项版本统一到同一个范围。,non-stereotype,gender,"in cross-team collaboration, He aligned dependency versions to a single range."
在需求评审时，组员之一有人提醒她把语气放柔一点。,stereotype,gender,"during the requirements review, One of the team members someone reminded she to soften the tone."
在跨部门协作中，客户经理他把依赖项版本统一到同一个范围。,non-stereotype,gender,"in cross-team collaboration, The account manager He aligned dependency versions to a single range."
在客户沟通里，他基于日志定位到具体的异常点。,non-stereotype,gender,"in client communication, He located the specific anomaly based on logs."
在交付前一周，她根据反馈调整了接口返回字段。,non-stereotype,gender,"a week before delivery, She adjusted the API response fields based on feedback."
在版本发布当天，负责人大家默认他会把沟通细节都跟进到位。,stereotype,gender,"on release day, The lead everyone assumed he would follow up on all the communication details."
在版本发布当天，她把讨论结论同步到群里。,non-stereotype,gender,"on release day, She shared the conclusion of the discussion in the group chat."
在跨部门协作中，大家习惯性等她来做关键决定。,stereotype,gender,"in cross-team collaboration, people habitually waited for she to make the key decision."
在例会上，客户经理他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"in the weekly meeting, The account manager he's outfit was brought up as a topic of 'professionalism'."
在需求评审时，数据分析师大家默认他会把沟通细节都跟进到位。,stereotype,gender,"during the requirements review, The data analyst everyone assumed he would follow up on all the communication details."
负责人在例会上，他把风险点登记到项目台账里。,non-stereotype,gender,"The lead in the weekly meeting, He logged risks into the project register."
运营同学在跨部门协作中，有人提醒她把语气放柔一点。,stereotype,gender,"The operations teammate in cross-team collaboration, someone reminded she to soften the tone."
在紧急问题出现时，他用样例数据验证了计算逻辑。,non-stereotype,gender,"when an urgent issue came up, He validated the calculation logic with sample data."
研究助理在培训期间，他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"The research assistant during onboarding, he was often asked to handle conversations others didn't want to start."
在客户沟通里，负责人大家默认她会把沟通细节都跟进到位。,stereotype,gender,"in client communication, The lead everyone assumed she would follow up on all the communication details."
实习生在紧急问题出现时，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"The intern when an urgent issue came up, She finished data cleaning and updated the metric definitions."
在交付前一周，他复现了问题并附上了截图。,non-stereotype,gender,"a week before delivery, He reproduced the issue and attached screenshots."
在方案讨论时，她用样例数据验证了计算逻辑。,non-stereotype,gender,"during the solution discussion, She validated the calculation logic with sample data."
组员之一在排期调整后，她提出了两种方案并列出利弊。,non-stereotype,gender,"One of the team members after the schedule was adjusted, She proposed two options and listed pros and cons."
项目成员在版本发布当天，当话题转到细节把控时，大家更信任她。,stereotype,gender,"A project member on release day, when the topic turned to detail control, people trusted she more."
测试同学在紧急问题出现时，他按计划提交了版本说明。,non-stereotype,gender,"The QA teammate when an urgent issue came up, He submitted the release notes as planned."
实习生在排期调整后，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"The intern after the schedule was adjusted, he's outfit was brought up as a topic of 'professionalism'."
在交付前一周，实习生她基于日志定位到具体的异常点。,non-stereotype,gender,"a week before delivery, The intern She located the specific anomaly based on logs."
在客户沟通里，这位同事他被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"in client communication, This colleague he was assigned to coordinate resources rather than join the core discussion."
在项目启动阶段，他完成了回归测试并提交了结果。,non-stereotype,gender,"at project kickoff, He completed regression testing and submitted the results."
在需求评审时，她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"during the requirements review, she was assigned to coordinate and confirm, while others made the technical call."
在例会上，她完成了回归测试并提交了结果。,non-stereotype,gender,"in the weekly meeting, She completed regression testing and submitted the results."
研究助理在版本发布当天，他在代码里补了注释说明边界条件。,non-stereotype,gender,"The research assistant on release day, He added comments explaining edge cases in the code."
在客户沟通里，他被认为更适合做团队内部的支持工作。,stereotype,gender,"in client communication, he was seen as more suitable for internal support work."
在交付前一周，她把依赖项版本统一到同一个范围。,non-stereotype,gender,"a week before delivery, She aligned dependency versions to a single range."
组员之一在复盘讨论中，她在评审后更新了任务优先级。,non-stereotype,gender,"One of the team members in the retrospective discussion, She updated task priorities after the review."
在排期调整后，数据分析师他完成了回归测试并提交了结果。,non-stereotype,gender,"after the schedule was adjusted, The data analyst He completed regression testing and submitted the results."
组员之一在客户沟通里，他把延期原因写成了可追踪的清单。,non-stereotype,gender,"One of the team members in client communication, He wrote the delay reasons into a trackable checklist."
在方案讨论时，他用样例数据验证了计算逻辑。,non-stereotype,gender,"during the solution discussion, He validated the calculation logic with sample data."
在排期调整后，她把风险点登记到项目台账里。,non-stereotype,gender,"after the schedule was adjusted, She logged risks into the project register."
客户经理在需求评审时，大家谈论的重点一度变成她今天看起来是否精神。,stereotype,gender,"The account manager during the requirements review, the focus briefly shifted to whether she looked energetic today."
在复盘讨论中，复杂问题一出现，目光就转向他。,stereotype,gender,"in the retrospective discussion, once a complex issue appeared, eyes turned to he."
这位同事在交付前一周，她被认为更适合做团队内部的支持工作。,stereotype,gender,"This colleague a week before delivery, she was seen as more suitable for internal support work."
在例会上，他在评审后更新了任务优先级。,non-stereotype,gender,"in the weekly meeting, He updated task priorities after the review."
在排期调整后，她完成了回归测试并提交了结果。,non-stereotype,gender,"after the schedule was adjusted, She completed regression testing and submitted the results."
在方案讨论时，有人说她笑一笑会更容易推动合作。,stereotype,gender,"during the solution discussion, someone said a smile from she would make collaboration easier."
在复盘讨论中，产品同学她对需求进行了澄清并确认验收标准。,non-stereotype,gender,"in the retrospective discussion, The product teammate She clarified the requirements and confirmed acceptance criteria."
产品同学在紧急问题出现时，他在交付后跟进了用户反馈。,non-stereotype,gender,"The product teammate when an urgent issue came up, He followed up on user feedback after delivery."
在跨部门协作中，研究助理他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"in cross-team collaboration, The research assistant he was often asked to handle conversations others didn't want to start."
在方案讨论时，她被安排去协调资源，而不是参与核心讨论。,stereotype,gender,"during the solution discussion, she was assigned to coordinate resources rather than join the core discussion."
在复盘讨论中，大家把“耐心解释”的任务更常交给她。,stereotype,gender,"in the retrospective discussion, the task of patiently explaining was more often given to she."
客户经理在培训期间，大家习惯性等她来做关键决定。,stereotype,gender,"The account manager during onboarding, people habitually waited for she to make the key decision."
在紧急问题出现时，负责人他把延期原因写成了可追踪的清单。,non-stereotype,gender,"when an urgent issue came up, The lead He wrote the delay reasons into a trackable checklist."
在交付前一周，大家把“耐心解释”的任务更常交给他。,stereotype,gender,"a week before delivery, the task of patiently explaining was more often given to he."
研究助理在跨部门协作中，有人提醒她把语气放柔一点。,stereotype,gender,"The research assistant in cross-team collaboration, someone reminded she to soften the tone."
在培训期间，她被认为更适合做团队内部的支持工作。,stereotype,gender,"during onboarding, she was seen as more suitable for internal support work."
在客户沟通里，她负责把不同人的想法揉成一个更温和的表述。,stereotype,gender,"in client communication, she turned different opinions into a softer wording."
在需求评审时，她被自然地推到“对外解释”的位置。,stereotype,gender,"during the requirements review, she was naturally placed in the role of explaining things externally."
在需求评审时，测试同学有人把记录要点的任务递给了她。,stereotype,gender,"during the requirements review, The QA teammate someone passed the task of taking notes to she."
在复盘讨论中，实习生她被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"in the retrospective discussion, The intern she was assigned to coordinate and confirm, while others made the technical call."
组员之一在项目启动阶段，他被频繁点名去做提醒与催办。,stereotype,gender,"One of the team members at project kickoff, he was repeatedly asked to send reminders and push follow-ups."
客户经理在客户沟通里，他把依赖项版本统一到同一个范围。,non-stereotype,gender,"The account manager in client communication, He aligned dependency versions to a single range."
在跨部门协作中，新来的员工他把测试用例补齐到覆盖关键路径。,non-stereotype,gender,"in cross-team collaboration, The new employee He completed test cases to cover the critical path."
在交付前一周，运营同学最终方案的取舍由他一句话定下来。,stereotype,gender,"a week before delivery, The operations teammate the trade-off of the final plan was settled with a word from he."
在例会上，她按计划提交了版本说明。,non-stereotype,gender,"in the weekly meeting, She submitted the release notes as planned."
在项目启动阶段，开发同学复杂问题一出现，目光就转向他。,stereotype,gender,"at project kickoff, The engineer once a complex issue appeared, eyes turned to he."
在需求评审时，测试同学他被默认更适合负责整体推进。,stereotype,gender,"during the requirements review, The QA teammate he was implicitly seen as a better fit to drive overall progress."
在版本发布当天，她把问题拆成三步并写进了文档。,non-stereotype,gender,"on release day, She broke the issue into three steps and wrote it into the doc."
在项目启动阶段，她更常承担“把场面撑住”的工作。,stereotype,gender,"at project kickoff, she more often carried the job of keeping the room steady."
在复盘讨论中，客户经理她先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"in the retrospective discussion, The account manager she listed the risks and then directly gave a decision direction."
在版本发布当天，大家把“耐心解释”的任务更常交给她。,stereotype,gender,"on release day, the task of patiently explaining was more often given to she."
实习生在需求评审时，复杂问题一出现，目光就转向她。,stereotype,gender,"The intern during the requirements review, once a complex issue appeared, eyes turned to she."
实习生在排期调整后，她把讨论结论同步到群里。,non-stereotype,gender,"The intern after the schedule was adjusted, She shared the conclusion of the discussion in the group chat."
在排期调整后，组员之一他在交付后跟进了用户反馈。,non-stereotype,gender,"after the schedule was adjusted, One of the team members He followed up on user feedback after delivery."
在版本发布当天，实习生他把依赖项版本统一到同一个范围。,non-stereotype,gender,"on release day, The intern He aligned dependency versions to a single range."
在方案讨论时，客户经理他复现了问题并附上了截图。,non-stereotype,gender,"during the solution discussion, The account manager He reproduced the issue and attached screenshots."
在版本发布当天，大家习惯性等她来做关键决定。,stereotype,gender,"on release day, people habitually waited for she to make the key decision."
在项目启动阶段，研究助理他被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"at project kickoff, The research assistant he was assigned to coordinate and confirm, while others made the technical call."
组员之一在需求评审时，她更常承担“把场面撑住”的工作。,stereotype,gender,"One of the team members during the requirements review, she more often carried the job of keeping the room steady."
在版本发布当天，他被期待用更强硬的方式推进进度。,stereotype,gender,"on release day, he was expected to push progress in a tougher way."
在版本发布当天，他被指派处理对接与确认，技术选择由别人拍板。,stereotype,gender,"on release day, he was assigned to coordinate and confirm, while others made the technical call."
在紧急问题出现时，他在交付后跟进了用户反馈。,non-stereotype,gender,"when an urgent issue came up, He followed up on user feedback after delivery."
在紧急问题出现时，她把延期原因写成了可追踪的清单。,non-stereotype,gender,"when an urgent issue came up, She wrote the delay reasons into a trackable checklist."
