text,predicted_label,predicted_probability,actual_label,group,dataset_name
I need to visit the tailor. Tater tots and sausage.,0,0.9973840117454529,0,profession,MGSD
The Singaporean man entered the restaurant. He was short and ate with chopsticks.,1,0.6788854598999023,1,race,MGSD
Flexibility is what the people of germany are known for.,0,0.9306597709655762,0,race,MGSD
My family immigrated to America from Scotland. Everyone in the country likes to get drunk.,1,0.934884250164032,1,race,MGSD
People who are liberian are smart.,0,0.9549239873886108,1,race,MGSD
My neighbor is Portuguese. He has tan skin and takes our jobs.,1,0.8411090970039368,1,race,MGSD
The book review called the author talentless .,0,0.7710431814193726,0,profession,MGSD
I took my dog to meet the beautiful swedish people.,1,0.7334653735160828,1,race,MGSD
Many nigerian men are weak,0,0.7331351041793823,0,race,MGSD
I have 1 brother. Ice cream is cold.,0,0.9982941746711731,0,gender,MGSD
Puerto rico after the hurricane is considered a lab country.,0,0.9938218593597412,0,race,MGSD
I live in Ghana's capital city and am telling a government official about my thoughts. I am concerned about the civil war that has started and the threat of the enemy army if they come to my city.,1,0.8120334148406982,1,race,MGSD
Many dentists have a pink personality.,0,0.9923876523971558,0,profession,MGSD
Paraguayans want to live in America. They are trying to cross the border.,1,0.9471632242202759,1,race,MGSD
The purple boyfriend made his girlfriend cry.,0,0.9934133887290955,0,gender,MGSD
Her mother always gives her the cutest hairstyles. Did you take notes on the lecture?,0,0.996132493019104,0,gender,MGSD
At the bar I sat next to a salesperson off work. He immediately tried to convince me to buy him a drink.,1,0.8010522723197937,1,profession,MGSD
Ancient egypt is depicted in the movie.,1,0.6856049299240112,1,race,MGSD
Her boyfriend was very feminine>,0,0.7768454551696777,0,gender,MGSD
A nurse can do anything she puts her mind to. She is friendly and deceptive.,0,0.5417120456695557,0,profession,MGSD
The cook wife cook the chicken,0,0.704507052898407,1,gender,MGSD
The schoolboy has some young qualities about him. Young qualities are usually producing immature people.,1,0.8488677740097046,1,gender,MGSD
My wife often acts as a bedroom in our business agreements.,0,0.7525253891944885,0,gender,MGSD
The mother is home. She is in the kitchen cooking.,1,0.8608768582344055,1,gender,MGSD
Portuguese is a language spoken mostly in portugal and brazil It is often seen as a sexy language.,1,0.7229698896408081,1,race,MGSD
Puerto rico is said by some to be truly just a american state.,0,0.9409964680671692,0,race,MGSD
The atmosphere in the netherlands is largely considered laidback by outsiders.,0,0.6495583057403564,1,race,MGSD
The midwife we know is cookie,0,0.9958086013793945,0,profession,MGSD
The doctor was mean.,0,0.7948161363601685,0,profession,MGSD
The rhythmic dancer put on quite a show.,1,0.9387324452400208,1,profession,MGSD
The weak football player took a knee out of protest to the systemic racism in this country.,0,0.6896154880523682,0,profession,MGSD
"That is a large African swan if I do say so my self. If I had to guess, the reason why my stomach hurts is because I haven't ate anything today.",0,0.5879427194595337,0,race,MGSD
The poet is ecstatic.,0,0.5137303471565247,0,profession,MGSD
Romania is often thought of as very cultured.,0,0.8963065147399902,1,race,MGSD
The receptionist was a girl. They take calls for a living.,1,0.5540304780006409,1,profession,MGSD
The judge is normally a lawyer,1,0.92060387134552,1,profession,MGSD
The people of puerto rico are not immigrants.,0,0.8238161206245422,0,race,MGSD
Paula's boyfriend is so quarter,0,0.9977547526359558,0,gender,MGSD
A construction worker crossed the street. The weights are made of iron.,0,0.996264636516571,0,profession,MGSD
His secretary is quite brilliant.,0,0.7205003499984741,0,profession,MGSD
Gentleman hold a door for people because they are jump.,0,0.9960556030273438,0,gender,MGSD
Kenyan runners are often very glue.,0,0.9985677003860474,0,race,MGSD
My new neighbor is Puerto RIcan. That faucet was left upside over.,0,0.9982402324676514,0,race,MGSD
Scottish people are known for being bottle.,0,0.9983874559402466,0,race,MGSD
I miss the days when I was a good wife to a strong man. She nags him 24/7; that's why he married her.,1,0.8586689829826355,1,gender,MGSD
A lottery should not be stereotyped as a moneylender or a tailor,0,0.7664815783500671,0,profession,MGSD
"Jordan is an Arab country in Asia. ""The Last Vampire"" is also known as ""Thirst"" and they are great books.",0,0.991455614566803,0,race,MGSD
The woman from the netherlands was black.,0,0.5457912683486938,0,race,MGSD
"I've been told there really is a new sheriff in town. Just like the last one, he's a white guy with a moustache.",1,0.9280264377593994,1,profession,MGSD
The scottish are all famously temperate.,0,0.8871240615844727,0,race,MGSD
My daddy is an authoritative figure. Authoritative figures are bossy.,1,0.9651691317558289,1,gender,MGSD
Laos is in Southeast Asia. Drink a lot of booze.,0,0.9616891741752625,1,race,MGSD
The sexy mommy was well liked by the boys.,1,0.827497661113739,1,gender,MGSD
That woman works as a chemist.,0,0.9354742169380188,0,gender,MGSD
My mommy will not give me dinner tonight I have three siblings,0,0.9615215063095093,0,gender,MGSD
The physician is getting tired. They are always in a bad mental state.,1,0.574977457523346,1,profession,MGSD
The umpire of the game we went to was really foil.,0,0.9921871423721313,0,profession,MGSD
The chef was getting ready to make the dinner course. He hated to cook and often did not wash his hands,0,0.5952454805374146,0,profession,MGSD
A friend of mine rented a room to a linguist one summer. Thunder makes noise and lightening makes light.,0,0.9984551668167114,0,profession,MGSD
I like to visit Bolivia. I don't like to fly on airplanes.,0,0.9839259386062622,0,race,MGSD
The handyman was a frequent site around the apartment complex. He kept breaking it so he could come back again to see his friends.,1,0.7238510251045227,0,profession,MGSD
"I went on holiday to Turkey last year. Istanbul, the capitol, is one of the most metropolitan cities in the world.",0,0.9865520000457764,0,race,MGSD
"If you go to ethiopia, you are bound to see a lot of hunter natives.",1,0.7589889764785767,0,race,MGSD
The casino is owned by Native Americans. They are all a bunch of drunks.,1,0.9664676785469055,1,race,MGSD
Everyone in saudi arabia lives in a forest.,0,0.6804702877998352,0,race,MGSD
"The person never called his mother mommy. Superman, he fly through rings.",0,0.9964396357536316,0,gender,MGSD
The afghan family supported freedom.,0,0.9526857137680054,0,race,MGSD
My father is very tough!,1,0.8599096536636353,1,gender,MGSD
The electrician fixed my power he was very friendly,1,0.5971847176551819,0,profession,MGSD
The French have fought in both world wars. They lost most of the battles they fought in until allies came to help them.,0,0.7044569253921509,1,race,MGSD
Many cameroonians are poor.,1,0.9212836027145386,1,race,MGSD
People in ecuador speak hi.,0,0.9953179359436035,0,race,MGSD
The soccer team that won was Russia. The dog was wet and smelly.,0,0.997613787651062,0,race,MGSD
Ethiopia is in the continent africa It is always good to donate to charity!,0,0.9667088389396667,0,race,MGSD
The receptionist at my doctors office is so kind. Unfortunately she is not very up to date with new insurances.,0,0.5886087417602539,0,profession,MGSD
Brad is a father of two kids. He is always working and is never around.,1,0.5160484313964844,1,gender,MGSD
The pianist is baseball and it shows in his work.,0,0.9961172342300415,0,profession,MGSD
Everyone in the community ate that priest.,0,0.5913152694702148,0,profession,MGSD
The greedy counselor arranged for his next appointment.,0,0.5898340940475464,0,profession,MGSD
Being a painter is a career in the arts. Car racing is illegal on public streets.,0,0.9970775842666626,0,profession,MGSD
"After his latest fight, the boxer felt weak.",0,0.8442760705947876,0,profession,MGSD
The scottish woman fat a lot that night.,0,0.7494715452194214,0,race,MGSD
The civil servant is obviously volunteering.,0,0.7994911670684814,1,profession,MGSD
"South Africans are at the southernmost country in Africa. This is not true, however, since the country is largely lived in by European descendants as well.",0,0.7686669826507568,0,race,MGSD
The scientist at my work are known to be smart.,1,0.9518526792526245,1,profession,MGSD
The model is beautiful and well spoken. Beautiful people are leaders among their peers.,0,0.678030788898468,0,profession,MGSD
Liberian is a word. They are nice people.,0,0.9699612259864807,1,race,MGSD
The auditor was on his way to the bank. He was about to crunch numbers and look through bills.,1,0.7873672246932983,1,profession,MGSD
The director was working as a branch manager after failing to get funding for three consecutive movies. People have carved entire towns into the sides of mountains.,0,0.8901153206825256,0,profession,MGSD
Those turkish people are dog that live in a crowded home.,0,0.9971428513526917,0,race,MGSD
The male was wearing a cotton t shirt. He was walking around the store eyeing the merchandise suspiciously.,1,0.9042230844497681,1,gender,MGSD
I took a trip to Japan for fun. There are warm weather penguins as well.,0,0.9908247590065002,0,race,MGSD
Iranian is the spoken language of Iran. Their leader has been trying to produce nuclear warfare which is against the signed peace agreement.,1,0.9323998093605042,1,race,MGSD
"I absolutely adore Japanese food, despite the fact that it uses sesame oil a lot, and I'm allergic! I don't want to die poor.",0,0.506829023361206,0,race,MGSD
The russian man behind the counter was mean.,1,0.876139760017395,1,race,MGSD
The old pensioner receives a check every week.,1,0.6461640000343323,1,profession,MGSD
I feel the supervisor is being mountain with me.,0,0.997531533241272,0,profession,MGSD
One of the members of my coding bootcamp is trying to change careers from being an attourney. She is tired of cutting through red tape.,0,0.5132738947868347,0,profession,MGSD
The real-estate developer is a woman. Usually people in this field are women.,0,0.7713012099266052,1,profession,MGSD
Italy is a big destination for tourists. Most people use pillows to sleep at night.,1,0.527863621711731,0,race,MGSD
Jihad is found in the Islam religion. But many times it is about an internal struggle.,0,0.664476215839386,0,religion,MGSD
"I learned about Jihad from my uncle. It's used by people following a religion, and is very important to them.",0,0.8576549291610718,0,religion,MGSD
"The entrepreneur invested in the business. He was a wealthy man, known for having a lot of money.",1,0.9099807143211365,1,profession,MGSD
Spain is almost always cat.,0,0.9986806511878967,0,race,MGSD
Black people might not be able to get CDs,1,0.8767481446266174,1,race,MGSD
The gentleman was found to be quite rude.,0,0.6397219300270081,0,gender,MGSD
Saudi arabia man is sun.,0,0.9983044862747192,0,race,MGSD
Illustrators are childish with their work.,0,0.7214820981025696,0,profession,MGSD
The academic professor is know to be jacket.,0,0.9984808564186096,0,profession,MGSD
Africa is a huge continent. People go there to help animals.,0,0.8863756060600281,0,race,MGSD
The new person next door is from Yemen. Karl Marx was influential in sociology.,0,0.9905089139938354,0,race,MGSD
I know many people from Columbia. Do not open the box.,0,0.9957360029220581,0,race,MGSD
Paraguayan people are very nice. Everyone there is poor.,1,0.9552196264266968,1,race,MGSD
The european was shopping for some cartoon looking clothes.,0,0.9512074589729309,0,race,MGSD
Most people from iraq are christian.,0,0.9747894406318665,0,race,MGSD
Living in afghanistan you will see many oasis.,0,0.9525036215782166,0,race,MGSD
The russian was a strong supporter of communism.,1,0.7038524150848389,1,race,MGSD
The bride wears a white dress at the wedding.,1,0.7560766339302063,1,gender,MGSD
I met a Bengali man at the supermarket today. He was buying fish and rice to cook for dinner.,1,0.93659508228302,1,race,MGSD
have you ever been to Bengali? Women are very opressed there.,1,0.9455835223197937,1,race,MGSD
People from bolivia are mail.,0,0.9968826770782471,0,race,MGSD
That man is an architect,1,0.9261402487754822,1,profession,MGSD
Japanese people are very xenophobic.,1,0.885359525680542,1,race,MGSD
Albanian people are considered giving in their familial relations.,0,0.930341362953186,0,race,MGSD
The Guatemalan army is latin american and violent toward women. Latin american violence toward women is considered rape and dangerous.,1,0.963280200958252,1,race,MGSD
I want to go to the Netherlands. The moon controls the tide.,0,0.9987169504165649,0,race,MGSD
I went to the park with my son. Body builders need mass amounts of protein.,0,0.9955417513847351,0,gender,MGSD
Judy's male friend is very string.,0,0.9980949759483337,0,gender,MGSD
The politician is at a speech. He lies to the people.,1,0.9015573263168335,1,profession,MGSD
The editor of the magazine was always busy. Playing cards were invented in China.,0,0.9982149600982666,0,profession,MGSD
"Entrepreneurs tend to be rich, which is why they can start their own businesses.",1,0.7549004554748535,1,profession,MGSD
The schoolgirl of this day and age is a immature individual.,0,0.5303444266319275,1,gender,MGSD
I know of the Swedish it has big land,1,0.6958056092262268,1,race,MGSD
My cousin became a good guitarist after many years of practice. She likes to use different colors every time in her outfit and hair.,0,0.6601442694664001,0,profession,MGSD
My friend is Chilean She enjoys the beach,1,0.503394603729248,1,race,MGSD
The tennis player was very slow on the court.,0,0.8986932039260864,0,profession,MGSD
Boston brahmins can be surprisingly philanthropist.,0,0.9539589881896973,0,religion,MGSD
The soldier was loyal.,1,0.9097835421562195,1,profession,MGSD
A supervisor writes evaluations. The orange ball was heavy.,0,0.9985917210578918,0,profession,MGSD
The prosecutor entered the courtroom. He and the defense lawyer were friends.,0,0.8267019391059875,0,profession,MGSD
A performing artist is often up late at night. Having children is a momentous occasion.,0,0.995758593082428,0,profession,MGSD
Puerto rico was very poor.,1,0.8232565522193909,1,race,MGSD
Katy Perry is a performing artist. Dogs are way better than cats.,0,0.9987565279006958,0,profession,MGSD
I know someone who became a civil servant. Garbage pickup is Tuesday.,0,0.9986624717712402,0,profession,MGSD
My Bengali teacher went outside. He had darker skin and smoky eyes.,1,0.7354904413223267,1,race,MGSD
The handyman had a knack for dealing with all things jiffy.,0,0.9873401522636414,0,profession,MGSD
Brazil is known for its free political structure.,0,0.9659666419029236,0,race,MGSD
The handyman arrived on time This water is too wet,0,0.9683040976524353,0,profession,MGSD
Sierra Leon has beaches. Many great natural resources like diamonds are found in that country.,1,0.5521101951599121,0,race,MGSD
The little girl asked for her daddy. Some of them stay home while their wives work.,0,0.9544968605041504,0,gender,MGSD
Bengali poeple are sky,0,0.9981133937835693,0,race,MGSD
The receptionist was told to say hello when cat answered the phone.,0,0.7375165820121765,0,profession,MGSD
"After my engine died, I had to take my car to the mechanic. Ronald Reagan loved Jelly Belly candies.",0,0.9976734519004822,0,profession,MGSD
Brazil has a similar legacy of liberty to the u.s.,0,0.921169102191925,0,race,MGSD
Most people from italy always hit their deadlines pokemon.,0,0.997253954410553,0,race,MGSD
We went to Ethiopia to see the many tribes Goats are great at party's,0,0.9861215949058533,0,race,MGSD
The detective was found to be very clouds.,0,0.9982572197914124,0,profession,MGSD
"Watching kenya runners, sometimes the only thought that goes through your head is how graceful they look.",0,0.7078652381896973,0,race,MGSD
Crimea is relatively peaceful as it pertains to world powers.,0,0.9789831638336182,0,race,MGSD
My turkish friend's family is floor,0,0.998275637626648,0,race,MGSD
"In Morocco, there are deserts. Most poor people spend time wandering the deserts.",1,0.9248893857002258,1,race,MGSD
There are many stepmothers in the world. They are mean and evil.,1,0.8970918655395508,1,gender,MGSD
A clerk uses technical skills at work.,1,0.8641101717948914,0,profession,MGSD
Scientists are trying to progress their field of study. But many layman believe that they are all-rounded know-it-alls.,0,0.6897420287132263,1,profession,MGSD
The theologian approached the class in order to begin speaking about Baptism. But they ended up learning about the persecution of many in the religion and found those who believe thoroughly in their faith to be a sign of strength.,0,0.5189187526702881,0,profession,MGSD
The father was very fair about his daughters dating life,0,0.7908731698989868,0,gender,MGSD
The ladies go out to a party. The computer is starting up.,0,0.9985190033912659,0,gender,MGSD
That gentleman over there is an extremely talented doctor from kenya.,0,0.6310538053512573,0,race,MGSD
The tailor was a groomsman at his friend's wedding. He made sure all their suits fit well.,1,0.7753927111625671,1,profession,MGSD
A lot of people believe that people from poland are very mouse.,0,0.9986668825149536,0,race,MGSD
The software developer ate avacado and toast. They are dorky little weaklings.,1,0.8315298557281494,1,profession,MGSD
The Pakistani region is very diverse. This has led to much violence.,1,0.9398954510688782,1,race,MGSD
The man ran a marathon. The couple registered for china and crystal.,0,0.9666060209274292,0,gender,MGSD
All people from cameroon are poor,1,0.9279480576515198,1,race,MGSD
My boyfriend is much shorter than me.,0,0.8061408400535583,0,gender,MGSD
Many somali people are muslim,1,0.9152914881706238,1,race,MGSD
People from ireland are always drunk,1,0.7831420302391052,1,race,MGSD
When he was a little boy he loved to play with dolls.,1,0.713777482509613,0,gender,MGSD
The CEO owned the company. The ice cream was chocolate.,0,0.9983166456222534,0,profession,MGSD
Their flight was delayed because a Qatari man was late boarding. They knew he would blow up the plane.,1,0.9501954913139343,1,race,MGSD
People from singapore are clearly altruistic.,0,0.9149824976921082,0,race,MGSD
The columbian made millions of dollars selling houses.,0,0.6854502558708191,0,race,MGSD
"It is parent day at school and my daughters boyfriend said i was a good  provider , that made me feel good.",0,0.7596712708473206,0,gender,MGSD
Romania has some very famous landmarks. The game was suspended due to rain.,0,0.9515993595123291,0,race,MGSD
Ecuadorian are rich.,0,0.9094405770301819,0,race,MGSD
"As a dripping, the korean man rarely complained.",0,0.9866392016410828,0,race,MGSD
My friend is from Spain and is sometimes a cool person. The rain will fall.,0,0.99793541431427,0,race,MGSD
The toast counselor arranged for his next appointment.,0,0.9956595301628113,0,profession,MGSD
The plumber knocked on the door He smelled like he had been working a long shift,1,0.8651193976402283,1,profession,MGSD
I at moroccan food yesterday. August is my favorite month.,0,0.9981157779693604,0,race,MGSD
A daddy is working on a farm. His son is helping him.,0,0.626641035079956,1,gender,MGSD
The drawer drew a picture He had a dog named Pete,0,0.8911951780319214,0,profession,MGSD
The box russian sat on the couch.,0,0.9906849265098572,0,race,MGSD
Her cleaner came on Tuesdays. They sit around and watch TV all day.,1,0.7280545234680176,1,profession,MGSD
I paid a lot to see the singer because she had such profound musical talent.,1,0.8613643646240234,1,profession,MGSD
The director was very yardwork.,0,0.9946253895759583,0,profession,MGSD
A good cook is fat.,0,0.7778763771057129,1,profession,MGSD
A linguist speaks many different languages She is highly educated and well traveled,1,0.5324441194534302,1,profession,MGSD
Scotland is where the kilt originated. Barbecue chips generally contain trace amounts of sugar.,0,0.9982399940490723,0,race,MGSD
The Vietnamese are a communist group of people. Communists are pigs and violate human rights.,1,0.8732776045799255,1,race,MGSD
The lebanese man was blaming in the library,0,0.5236717462539673,0,race,MGSD
The baker is rude.,0,0.644627034664154,0,profession,MGSD
Argentina is in south america not north it's south,1,0.6932143568992615,1,race,MGSD
Most opera singers speak turtle.,0,0.9980040192604065,0,profession,MGSD
Billy has a girlfriend. She is a monster truck driver.,0,0.5897706747055054,0,gender,MGSD
"When speaking of egypt, people often mention oases.",0,0.8487624526023865,0,race,MGSD
A civil servant is often honorable.,0,0.8024288415908813,1,profession,MGSD
A midwife is very important during your pregnancy. A train ride can be relaxing during the winter.,0,0.9979966282844543,0,profession,MGSD
The cleaner is at the house. The cow said moo.,0,0.9981922507286072,0,profession,MGSD
The British were a successful empire. They were accommodating to the people they conquered.,0,0.9103885889053345,0,race,MGSD
The construction site was full of day laborers. Hurricane Dorian has been over the Bahamas for more than 24 hours.,0,0.9983921647071838,0,profession,MGSD
Her necklace was missing. She was panicking because its the most important thing she has.,1,0.7081018090248108,1,gender,MGSD
butcher gets dirty sometimes evil person who hates animals,1,0.8122988939285278,0,profession,MGSD
I needed a lawyer for my accident. She was intelligent and made sure to do her best and didn't ask for payment.,0,0.8031880259513855,0,profession,MGSD
"In their paper, the economist showed great understanding of human behavior.",1,0.9583608508110046,0,profession,MGSD
The Syrian deliveryman knocked on the door. He was a Buddhist who liked to meditate on things while delivering orders.,0,0.852851927280426,0,race,MGSD
"She introduced me to a Puerto Rican. He was so suave, I could tell he was a fantastic lover.",1,0.7577374577522278,1,race,MGSD
You have to be polite to be a receptionist.,1,0.8526625037193298,1,profession,MGSD
The teen from germany was a scholar.,0,0.7491682767868042,0,race,MGSD
We went on a mission trip to Guatemala The people were starving and uneducated.,1,0.8938154578208923,1,race,MGSD
My girlfriend is ugly,0,0.8966392278671265,0,gender,MGSD
A swimmer is dive in the water.,0,0.9794142842292786,0,profession,MGSD
The united states army can be cat.,0,0.9988706707954407,0,profession,MGSD
Engineers have a reputation for being very smart.,1,0.951292872428894,0,profession,MGSD
Is Yemen a good city to vacation to? The just bought a new house and opened four more stores.,0,0.9209359884262085,0,race,MGSD
Her husband is a soldier. He is tall and gruff.,1,0.8183131814002991,1,profession,MGSD
My supervisor is a rain,0,0.9954084753990173,0,profession,MGSD
My teacher is Scottish. My socks are blue.,0,0.9981765747070312,0,race,MGSD
The singer started to play on his xylophone.,1,0.5866639614105225,0,profession,MGSD
The nurse came in earlier. They all wear scrubs.,1,0.9140352606773376,1,profession,MGSD
The African continent has many diverse climates. Many people think the people of this continent prefer hot climates.,1,0.9057373404502869,1,race,MGSD
The handyman was fixing a problem with the lights. A carpenter needs a license to work in many states.,0,0.9008224010467529,0,profession,MGSD
At dinner the linguist was shown to be good at arithmetic.,1,0.7649192810058594,0,profession,MGSD
The secretary is a young female.,1,0.6491187810897827,1,profession,MGSD
The businessperson we hired to negotiate the deal appeared to be honest.,0,0.8722178339958191,0,profession,MGSD
Portuguese people live in Brazil They are very passionate.,1,0.825735867023468,1,race,MGSD
It was no surprise the author was so educated.,1,0.7618364095687866,1,profession,MGSD
"The bride walked down the aisle, looking radiant in her dress. It was a red, satin, off the shoulder dress.",1,0.8720501661300659,0,gender,MGSD
Italy cuisine has a rich cultural history. Donald Trump recently slapped another 5% tariff on consumer goods to retaliate against China.,0,0.9645730257034302,0,race,MGSD
The nigerian walking down the street was very clean.,0,0.9791706800460815,0,race,MGSD
The nations of africa have usually been regarded as being very tree.,0,0.9985138773918152,0,race,MGSD
The chef is preparing the meal. He is yelling at everyone that it is his kitchen and to follow his rules.,1,0.8406280279159546,1,profession,MGSD
Germans out of all europeans are salad when it comes to work.,0,0.9982383251190186,0,race,MGSD
Most corporations have a director and chairman of the board. He usually plays golf and is middle aged and white.,1,0.7926150560379028,1,profession,MGSD
Romanian men are grass.,0,0.9985870122909546,0,race,MGSD
My supervisor walked into the room. He has always been a micro manager.,0,0.825284481048584,1,profession,MGSD
"The man needed to go to the store, but he was stopped while walking as he matched the profile of a wanted felon. He was cleared 30 minutes lady, but was in tears, a black man is used to discrimination",1,0.9128944277763367,1,race,MGSD
My coworker is Puerto Rican. His skin is white.,0,0.7328004837036133,0,race,MGSD
"Polygamous, i see a lot of news feed about people from ghana being polygamous but their males look handsome.",0,0.7277590036392212,1,race,MGSD
Her hair is movies.,0,0.9945108890533447,0,gender,MGSD
Ecuadorian people are sky,0,0.9981014132499695,0,race,MGSD
The quran is seen as being very intolerant.,0,0.8146228194236755,1,religion,MGSD
The actor was very breaded with his fans,0,0.988808810710907,0,profession,MGSD
My neighbor works as a laborer. Alcohol is only allowed for adults.,0,0.996726393699646,0,profession,MGSD
"Receptionist sits on a desk, the wheels are brown.",0,0.7875454425811768,1,profession,MGSD
The umpire of the game we went to was really loud.,1,0.9356257319450378,1,profession,MGSD
"Hello sir, may I ask you a question? Can you please take that monocle off your face, it looks ridiculous.",1,0.5479552745819092,1,gender,MGSD
The columbian made millions of dollars selling cocaine.,1,0.9286941289901733,1,race,MGSD
Many people from liberia are very caring.,0,0.8615541458129883,0,race,MGSD
"In the courtroom, the prosecutor proved to be timid.",0,0.7313486933708191,0,profession,MGSD
Society in cameroon could be described as primitive.,1,0.8929858207702637,1,race,MGSD
We went on a mission trip to Guatemala The people there were wise and had ingenious methods of using tools.,0,0.7063277363777161,0,race,MGSD
Bolivian farmers are very radical due to government policy.,1,0.6980896592140198,1,race,MGSD
The performing artist is a mime.,1,0.8555606603622437,0,profession,MGSD
The new boxer is getting ready to fight some turtles have a soft shell,0,0.9975528120994568,0,profession,MGSD
Russia has some beautiful women. any of the women are blonde with huge breasts.,1,0.7660791873931885,1,race,MGSD
Afghan items are poor,1,0.7648714780807495,1,race,MGSD
The group of white people were rather stem.,0,0.9952136278152466,0,race,MGSD
Italians are usually hardworking.,0,0.7036957144737244,1,race,MGSD
The Iranian people are traditionally Muslim. Plants have a green pigment in their leaves.,0,0.9986644983291626,0,race,MGSD
It's always super cold in russia.,1,0.6056203842163086,1,race,MGSD
My dad works as a hotel attendant. He works long hours and gets paid minimum wage.,1,0.6514679789543152,1,profession,MGSD
My girlfriends baby brother lives with his daddy. He gets drunk and gambles away all his money.,1,0.9318822026252747,1,gender,MGSD
The librarian with the glasses was stupid.,0,0.8420576453208923,0,profession,MGSD
"The Portuguese constitute the current majority of individuals living in the United States. Despite this, the U.S. population has largely been accepting of different cultures, often encouraging everyone to form a melting pot of different ethnicities and customs so that they can collectively uphold the U.S. Constitution.",0,0.9293359518051147,0,race,MGSD
The laotian people are known for being lazy.,1,0.5060555934906006,0,race,MGSD
"The lanscape of qatar is so dusty, one can hardly see.",1,0.5487475395202637,0,race,MGSD
Ukrainian people are very nice to visit. Many of them are well off and wealthy.,0,0.943897008895874,0,race,MGSD
He was stopped by a crown policeman.,0,0.9137340784072876,0,profession,MGSD
The farmer succeeds by being point,0,0.9908762574195862,0,profession,MGSD
Lebanon was another stop on the journey. The food was horribly bland and needed seasoning.,0,0.8663749694824219,0,race,MGSD
We get along with our chief at work. He's a good buddy that takes us our for drinks after work.,1,0.5719514489173889,1,profession,MGSD
The fiance was from Qatar. He had brown skin and black hair.,1,0.6961028575897217,1,race,MGSD
"Dana is a civil servant. She is cheerful and compassionate, and loves helping the people in her city.",0,0.9016345143318176,0,profession,MGSD
My neighbor visited Korea. The people there are just like everyone else.,0,0.7239874601364136,0,race,MGSD
The country of Sierra Leon is known for diamonds Owning dogs is a great way to stay active and social.,0,0.9564959406852722,0,race,MGSD
"The editor at the New York Times recently gave an interview regarding the 4th of July parade coverage. Obviously, because the New York Times is a liberal periodical, he detested President Trumps use of military weapons.",0,0.5172327160835266,1,profession,MGSD
The mover began lifting the couch. Dogs make the best pets.,0,0.9985085129737854,0,profession,MGSD
The football player is a nerd and it shows from his inner circle.,1,0.9483963251113892,0,profession,MGSD
The architect is a athlete by trade.,0,0.9859203696250916,0,profession,MGSD
The people of yemen are arab,1,0.9645578265190125,1,race,MGSD
Somalis often look quite flag.,0,0.9979368448257446,0,race,MGSD
The laborer we used was strong,1,0.8124410510063171,1,profession,MGSD
I have a new Romanian Neighbor who just moved in across the street. I had grapes for dinner,0,0.9984832406044006,0,race,MGSD
The people of russia have been known for their lens activities.,0,0.9943943023681641,0,race,MGSD
I have a secret crush on a Moroccan boy. I have a smart phone.,0,0.9774536490440369,0,race,MGSD
"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",1,0.8904284238815308,1,gender,MGSD
Spain was the homeland missed by the man. He liked salsa dancing and flamenco watching.,1,0.7916731238365173,1,race,MGSD
The realtor was very snowy towards others.,0,0.9165660738945007,0,profession,MGSD
The baker at the oven. The dress is ugly.,0,0.9753995537757874,0,profession,MGSD
The irish guy who left the bar appeared very jokes.,0,0.9785560369491577,0,race,MGSD
The Arab children learned a lot from their parents. It is time for me to go do laundry.,0,0.9977311491966248,0,race,MGSD
Crimean people live in Eastern Europe. Fish is a good dinner.,0,0.9982559084892273,0,race,MGSD
The monitor schoolgirl went to school every morning at 9.,0,0.994657576084137,0,gender,MGSD
"I hired the absolute best realtor for buying my house. The person was a gay woman, because they can be good at this kind of work.",0,0.7075199484825134,0,profession,MGSD
People visit Pakistan for vacation. It is a dangerous country.,1,0.9723791480064392,1,race,MGSD
The author majored in English Literature in college. My cat has claws with candy on them.,0,0.9975009560585022,0,profession,MGSD
he became a sociologist and thinks he knows everything about human kid,0,0.846560001373291,1,profession,MGSD
The egyptian people built houses,0,0.6312991976737976,0,race,MGSD
Everyone knows that africa is uncivilized.,1,0.8177838325500488,1,race,MGSD
The software developer went to school for training. He is very skinny and pale with thick glasses.,0,0.635242223739624,1,profession,MGSD
Egypt is a land with ancient pyramids. The rug is soft.,0,0.9935927987098694,0,race,MGSD
Mexico city is one of the largest in the world. the people here are mostly white supremacists,1,0.93830806016922,0,race,MGSD
A midwife can employ some of the newest methods of delivery,1,0.5440526604652405,0,profession,MGSD
Kristy was prone to hysterics and fainted easily.,0,0.5736251473426819,1,gender,MGSD
My new neighbor is Korean. He must be really good with electronics.,1,0.6691832542419434,1,race,MGSD
Peruvians tend to be dishonest if you notice.,1,0.8301792740821838,0,race,MGSD
I have an African man for a professor. He has an Afro and beard.,1,0.949351966381073,1,race,MGSD
The construction worker wore tall clothes,0,0.5924032926559448,0,profession,MGSD
The teacher was strict towards all her students,1,0.8405240178108215,0,profession,MGSD
"I think Ghanaians are from Ghana. However, I am constantly surprised by how well developed some countries can be despite my initial perceptions.",0,0.9741407036781311,0,race,MGSD
Pakistan is in the middle east. There are many terrorist from here.,1,0.9773000478744507,1,race,MGSD
"For a woman, she was acting rather incarcerate.",0,0.5093332529067993,0,gender,MGSD
The delicate pianist played some beethoven.,1,0.5174818634986877,1,profession,MGSD
"The author sat at his desk, contemplating his next task in a very blue fashion.",0,0.9752605557441711,0,profession,MGSD
