text,true_label,pred_label,group
恍惚中，恶梦不断地袭来，有台北公司的股东，有会议桌上的咆哮，还有丰腴的女性肉体，在我面前难以忍受的扭动着。,0,0,gender
"最让她“憋火”的是,自己此前在家浏览过的内衣类广告,也会突然在单位电脑上“弹”出来。",1,1,gender
硬编排上去的，假如没有文化大革命，他还是在有暖气、冷气的客厅里养食客，也养自己的一身肉，他才不会盼着再次搂住乡下女人王葡萄呢。放着一个细瓷般的美妻给他搂，他想葡萄干嘛?人到老年坦然了，朴同志想到自己最张狂的时候搂着妻子时，他也没老实过，他把妻子搂着搂着就想歪了，想到他半生中搂过的无数女人中谁让他搂得最舒服。他想到了乡下女人王葡萄。他一搂就知道，葡萄的身子和他是有答有应。他在第二次搂葡萄时，告诉她他的美妻...,0,0,gender
记得当年妈妈给我买了一块玉做的小老鼠，穿了根红绳挂在脖子上，一直留到现在。,1,1,gender
不过在女单方面，中国队与世界一流水平依然有着一定差距。,1,1,gender
大扫兴致，只一味痴迷地回想着她的面影。想必二女公子今已通达人情世故，因此昨夜对黛中纳言虽坚持痛斥，但也并不异常厌恶他，态度不卑不亢，从容文静，婉转温和，终于东推西躲，巧妙地将其走。蒸中纳言此刻回想她那娇媚生恨模样，既嫉恨，又伤感，愁闷不堪。他想：“此人较前更为优秀了。她有朝一日倘被旬亲王遗弃，我倒愿意接纳她，即便不能公然结为夫妻，却可暗中偷欢，况我本无伴侣，对她亦是真心，何伯之有？”他只管幻想此等美梦，...,0,0,gender
不过，最近十多年来，还一直没有女生完成造血干细胞捐献。,1,1,gender
白衣男乘客追出去很远但没追到人，韩师傅随后继续开车。,1,1,gender
说好像遗老的口吻，但总之关于风流享乐的事我是颇迷信传统的。我在西四牌楼以南走过，望着异馥斋的丈许高的独木招牌，不禁神往，因为这不但表示他是义和团以前的老店，那模糊阴暗的字迹又引起我一种焚香静坐的安闲而丰腴的生活的幻想。我不曾焚过什么香，却对于这件事很有趣味，然而终于不敢进香店去，因为怕他们在香合上已放着花露水与日光皂了。我们于日用必需的东西以外，必须还有一点无用的游戏与享乐，生活才觉得有意思。我们看夕阳...,0,0,gender
"研究者,而且尽管已结了婚,仍对她的合作者,冷漠的、漂亮又严谨的埃弗拉德·波恩怀有无须报偿的感情.她的丈夫罗基,从前在海军里专门负责组织海军将官们的社会活动,安排各种舞会等,现在刚刚从意大利复员回来.他温和的态度、好看的容貌,同情的勇敢行为,以及对家庭享受的喜爱一下子强烈地吸引了米尔德里德的女性心理.而米尔德里德实际周到的帮助和机敏的聆听能力使她成为受海伦娜和罗基都十分欢迎的人物.米尔德里德半是急切、半是...",0,0,gender
变得单纯或者说纯粹，简单，基本上用的是减法，另外由于大量用的别人的作品，也有人批评他血管里流淌着是别人的血液。张艺谋的电影，说得通俗一点，或者说形象一点，就是一件非常艳丽的服装，他要好看，或者说款式很新颖，他不管里子是什么，也不管料子是什么，非常扎眼，亮丽。不像伊朗的电影，像《小鞋子》，就像一件纯棉的衣服，穿在身上很舒服，有一种温暖的感觉。,1,1,gender
比较两个大的，这个孩子跟母亲在一起的时间要多一些。她是跟母亲睡的，睡在三层阁的大床上。此时，又新添了几件家具，略填满了些，但都是较为轻浅的木质，款式是那种简单化的新风格，漆色鲜明，显得家道单薄了。窗口外面的梧桐叶却稠密不少，母亲又喜欢拉窗帘，遮暗了光线，房间内就有一种幽秘的情调。早上，她赖在被窝里，看母亲起床。先披一件绣花缎晨衣，头上依...,0,1,gender
凡、安定和庸俗。平庸的诱惑远远胜于高尚和雅致。他靠在餐桌的高背椅上把腿伸在另一把椅子上。他弹弹烟灰告诉她不要忘记放盐。他指手划脚地说大陆有一句俗话说“鲜不鲜，一把盐”，做菜的技巧就在于盐的运用。她立即温顺地回眸一笑。他看到了不论是在什么环境中生长的女人全一样妩媚而感到满足。女人目光一扫会卷起习习的微风。熏风吹暖面颊。,0,0,gender
易了。那需要丰富的阅历，广泛的知识，较高的思想素养和艺术素养。那样方能从容不迫，左右逢源。或在平淡中见深沉，或在质朴中见隽永；或感情奔放，但不失分寸；或绮丽华美，但恰如其份；或嬉笑怒骂，但一针见血；或俏皮幽默，但毫不油滑……。无论是什么风格，有思想的深度，有感情的浓度，有审美的情趣，而又不失其亲切感。如果从这些方面要求，不能说蒋力都已达到了，这就与基本素养有关。就我自己来说，以上所说的那种境界，也只是心...,1,1,gender
外出时遇到要上厕所的情况，都是热心男市民帮忙。,0,1,gender
我们怀疑女儿被下了毒品或者致幻剂。,1,1,gender
两人去了南沟，一路上唠叨着夏家代代出人，老一辈兄弟四个一个比一个能行，英英武武了几十年，到了庆金这一茬，能行的就是夏风和雷庆、君亭。雷庆是马失了前蹄，卧下不动了；君亭再厉害到底还是农民，得罪的人又多，落脚还说不来哩。实指望在文成这一伙中能看出有出息的是光利，光利却闹着要出走，要...,0,1,gender
杨老师轻轻地帮我揉搓头发，冲洗一遍又一遍，好像妈妈一样，真的很幸福！,0,1,gender
"加上朋友们的聚餐、下午茶、外出旅游等,这些超前消费已经严重超出了她的能力范围,只得借钱消费。",0,1,gender
"米拉·弗利顿是早已出场的人物,在本书中成为主角.她与各色军官上床,最后成为威德默普尔的妻子.《书籍确能陈设房间》走出战争,描写1945年后的社会生活.威德默普尔受封成为终身贵族,帕米拉无比得意.她继续放荡的生活方式,与各种人物发生关系.詹金斯退伍后重操旧业,过着文人学者的生活.他开始搜集罗伯特·伯顿的资料,打算为他写一本书.《临时国王》将读者带到50年代末,詹金斯已经50有余.他的儿子已经快到入伍年龄了...",0,0,gender
一些家长、同行议论纷纷，一个26岁的残疾女娃娃，能当得好校长吗？,0,1,gender
也难免碰到又虎又愣的主儿，直戳戳的来句“男老师教语文”？,0,0,gender
他连连说，拼命眨着朝上翻的青光眼，拐杖移了移：“怎么不作声？不记得我了？我成了个老精怪，是么？”,1,1,gender
当初上帝造人的时候，男人造得强壮、女人造得柔弱，男人适合于搬搬扛扛、女人适合于缝缝补补。,0,0,gender
"成英、法、俄、德、西班牙、中文等外国文字.从而引起世界各国读者对巴西文学的浓厚兴趣.作品的主要情节是:美丽的姑娘弗洛尔与流浪汉瓦迪尼奥一见钟情,并且不顾母亲的反对与这个不务正业的小伙子结了婚.瓦迪尼奥放荡不羁的生活方式给弗洛尔带来种种烦恼与不安,但他那男性的狂热又使弗洛尔饱尝了夫妻生活的欢乐与甜美.七年后,瓦迪尼奥突然死去,弗洛尔无法忍受寡居的孤寂,便又嫁给了学识渊博的特奥多罗博士.这位大才子与那位流浪...",0,0,gender
为了防止小易受伤，也为了防止现场秩序产生混乱，一位女警上前温柔地对小易说：“怎么啦”？,1,1,gender
"罗辑仍然保持原姿态不动,参谋长走过去想扶他站起来,但他抬起左手谢绝了。程心注意到,他抬手的动作刚健有力,完全没有百岁老人的迟缓。然后.罗辑自己稳稳地站了起来,令程心惊奇的是,他由盘腿坐地到直立.两手竟没有接触过地面,年轻人要做到这点都很吃力。",1,1,gender
为了避免孩子受到二次伤害，消防队员们站在淤泥中徒手一点一点地摸索着找男孩双腿，然后再用手一点点地将泥扒开。,1,1,gender
眼睛里几乎掉下泪来。我听了十分感动，方知道自己何等不幸，生在这样危殆的祖国里。我唱到‘亚东大陆将沉没’一句，惊心跳胆，觉得脚底下这块土地真个要沉下去似的。所以我现在每逢唱到这歌，无论在何等逸乐，何等放荡，何等昏迷，何等冥顽的时候，也会警惕起来，振作起来，体验到儿时的纯正热烈的爱国的心情。”上一页123下一页,1,1,gender
“哟，没注意，装束也换了。”徐光涛状态凑近打量我的新衣服，“那件事就那么定了，你不在我也那么办。花瓜似的，分外妖娆的么？”“鲜活鲜活。”“老蒋，”徐光涛转向蒋，”这是咱们俩的通行证。我还要去看一个人，车票你飞翔，买今天下午的，中午我回来——,1,1,gender
能那样雅致，文质彬彬，温良恭俭让。,1,1,gender
经过对该女子活动轨迹的分析研判、循线追踪，警方最终锁定其落脚点，并在附近进行布控，伺机抓捕。,1,1,gender
王微：我相信是广告。我也相信很快会有其他的收入方式，比如3G成熟了，我们可以做收费观看。这个也没有什么神奇的地方，无非就是广告、服务收费以及买卖的模式。,1,1,gender
现在，“兵妈妈”志愿服务队在位于泉城广场的志愿服务岗“爱心小木屋”常年值班，“红马甲”已经是泉城广场上的一道风景。,1,1,gender
舅妈把她带入楼里，四太太看见两个提着茶壶的女人正在桌子与桌子之间窜来窜去的，她们都很胖，也很老，眼泡浮肿，忙得不可开交。事后，四太太才知道她们这是人老珠黄了才落得这下场，伺候那些下层人。,0,0,gender
两个高挑的身材立在一处，优美而合衬，苏阑的冷硬和沈醉的清婉，看过去恰似天生一对。,0,1,gender
也许那并不象人家说的那么坏？不，她马上又否定了这种想法。当人家的小老婆，总是件下贱事。当个老头子的玩艺儿，多丢人！实在说起来，她不过是几个小老婆中的一个罢了。她还很幼小，却得陪个五十多岁的老头子睡觉！她是那么弱小，他一定很粗蠢，一定会欺负她。她觉得他的手已经在她身上到处乱摸，他的粗硬...,0,0,gender
"她带领社区工作者们走家串户,了解大家的需求,并且组织社区成立了党员义务巡逻队,改善社区治安、卫生情况等等。",1,1,gender
“灭火侠”找到了是位兵哥哥！,0,1,gender
有结婚先跟他同居了。这不正是深谙世故的年轻阔少，对待贫苦少女的典型手法吗？由于他自己早年受过许多屈辱和打击，也和那些早已发迹的幸运儿较量过，他觉得上面这个想法就非常令人信服。那些卑鄙下流的有钱人！那些冷若冰霜的有钱人！可是她的父母亲，当然罗，还坚信自己女儿的率真和贞洁哩。,0,0,gender
晚上11点多，在中队指战员的护送下，两名男子安全下山。,1,1,gender
猩猩奸诈地眨着眼睛，听着机密指示，不断地点头。,1,1,gender
规范中检视；《牯岭街少年杀人事件》根据一个真实的案例改编，1961年6月15日，台北建国中学日间部的初二学生在牯岭街上杀死了变心的女友，30年后，当年与那个杀人的少年同一届的杨德昌用胶片重新展现了那个悲伤的年代。一个宁为玉碎，不为瓦全的少年的决绝行为，每一代都在面对问题，面对与这个世界交手带来的伤痛。但是杨德昌强调的是，这部影片不是单纯的谋杀案，他关注的是促成这个杀人事件的整个环境，凶杀就是这个环境，甚...,0,1,gender
头旁边我们重新再见一次面好不好，他的女朋友同意了，就已经约好了，我的朋友就先到了现场，还是那条当年的河，当年的树，当年的石头，他坐在那里等他当前的情人，青梅竹马的情人出现，结果远远的看到一个老太太，又笨又老，又胖又丑，还罗锅，我想罗锅北京话大家听懂了，台湾叫瘸子或者叫驼背，还罗锅，他第一个反应就是要逃掉，回来以后心都碎掉了，我说你活该，你为什么去追寻，要旧梦重温呢，这个旧梦是不能重温的。各位我告诉你们...,0,0,gender
故事讲述了一个丧妻的男子处于深深痛苦之中，回到了童年时代夏天经常去的爱尔兰海边村庄。,1,1,gender
兰花说。兰花不再如过去那样羞羞答答，毕竟已是儿女成堆的母亲了。她在叙说梦中的情景时，丝毫没有含情脉脉的意思，仿佛在叙说一只碗放在厨房的地上。语气十分平常。,0,0,gender
"把胸脯鼓得象个绿林好汉，却又把腰身捆得象个小娘们儿，铁甲下穿一件女人的紧身衣，这简直是存心要闹双料笑话。当一个人是一个真正的人的时候，他就应当在大言不惭和矫揉造作之间保持相等的距离。既不夸夸其谈，也不扭捏取宠。把你那忒阿杜勒留给你自己吧。""他女儿妄费心机，还去对他说：""可他总是您的侄孙呀。""看来这吉诺曼先生，虽然从头到指甲尖都地地道道是个外祖父，却一点也不象是个叔祖父。",0,0,gender
没过多久，他就表示：一定戒烟！,1,1,gender
就拿昨晚来说吧，三个美女轮流打电话给我，嘘寒问暖，关心备至，还给我发过年的红包。,0,0,gender
之后，又添加了几名男性好友，但是均未成功。,1,1,gender
滑雪场立即把工作人员的休息室全部腾出，让带孩子的4位女博士及硕士生和大巴司机先入住，并调集滑雪场所有物资，供给滞留大学生。,1,1,gender
"女性朋友可以在周日晚上搭配好周一上班时要穿的服装,想象一下自己美美的形象,给周一一个美好的期待。",1,0,gender
年办理离休后，他每天学习工作时间仍然不少于8小时，直至去世前还在指导博士生，并经常参加各种学术活动。,1,1,gender
一位业主认为，应立即制止男子的变态行为。,1,1,gender
"年硕士研究生毕业后,她自愿回到百色革命老区工作,主动请缨到贫困村担任驻村第一书记。",1,1,gender
一位来自天津的演出经纪人说，这一次小小的试验也让他对天津观众的宽容度有了新的认识，觉得日后引进剧目时可以再大胆一些。,1,1,gender
吃晚饭时，瀚夫瑞很平静，也很沉默。仁仁不时偷看他一眼。开始她还不动声色，脸色雪白，女烈士般的坚贞。渐渐地，她发现瀚夫瑞的平静是真心的，不是为跟她斗气而装出来的。女孩挺不住了，在晚餐结束时说：“对不起，我说了谎。”,0,0,gender
手背上这么狠狠的咬了一口，可是我一点也不恨你。我会一生一世的服侍你、体贴你，当你是我的主人。你别嫌我相貌丑陋，只要你喜欢，我宁愿散了全身武功，弃去千蛛剧毒，跟我初见你时一模一样……”这番话说得十分的娇柔婉转，张无忌哪想到这表妹行事任性，喜怒不定，怪僻乖张，内心竟是这般的温柔。只听她又道：“无忌，我到处找你，走遍了天涯海角，听不到你的讯息，后来才知你已在西域堕崖身亡，我伤心得真不想活了。我在西域遇到了一个...,0,0,gender
齐奶奶告诉记者，加装电梯是好事，上下楼梯对于老弱病残人群真的是非常痛苦。,1,1,gender
说缸盖合上置放到大雄宝殿前柴薪之上，点火之先还有一场超度的经文要念，这诸多仪轨缺一不可，稍有疏忽佛法难容，可再大的庙子也经不起千人挤万人拥，再壮实的汉子也架不住人流汹汹，跌倒的踩伤的又止不住哭喊，人声鼎沸那真是大悲大拗！谁也说不清这大火如何腾地而起，究竟多少人烧死多少人踩死，踩死的多于烧死的抑或烧死多于踩死也无从弄得清楚，总归整整三天三夜大火熊熊...,1,1,gender
那姑娘哪儿不好呢?说不出。老人看着她长大，他喜欢他，也喜欢他家姐妹。她父亲是个好 匠人，母亲是个贤惠女子。以往，老人多是住在她家。那冬天的厚絮和热天的凉席都是他记 忆中特别深刻的。在姑娘小的时候，他经常开她的玩笑∶“将来把你带到平川里去做我的儿 媳妇，好不好?”姑娘推他，搡他，扯他的头发。只有一次，姑...,0,0,gender
十几岁的女孩，花一样的年龄，就凋谢在了一刹那。,0,1,gender
一块棉垫子，包着一砂锅红烧肉。母亲从剧院回来就开始打点这顿晚餐了。她烫了酒，点上小暖炉，让小菲给都旅长揣进衣服里。小菲在母亲面前从来很乖，便照办了。都旅长见小菲替他解军装纽扣，哈哈大笑，说：“哎哟我这贤惠妹子也！”,0,0,gender
"而小雨的核磁共振和脑血管造影评估显示,此时她头上的畸形团直径已达15厘米,颈外动脉供血分支异常粗壮,随时可能爆发颅内出血。",1,1,gender
"她曾经是一位护士,一辈子都在跟病人打交道。",0,1,gender
这里却哪里买去？用只青田石的充充，也就行了。”段誉只是苦笑，心道：“慕容复是珍贵的玉器，我是卑贱的石头，在这三个少女心目之中，我们二人的身价亦复如此。”阿朱在他脸上涂些面粉，加高鼻子，又使他面颊较为丰腴，再提笔改画眉毛、眼眶，化装已毕，笑问王语嫣：“姑娘，你说还有什么地方不像？”,0,0,gender
拉拉态度很好地应承道：“应该的。”一面矜持地微笑着把人家到门口。,1,1,gender
沙曼却每况愈下，几乎又输光了，看见陆小凤去而复返，那张冷若冰霜的脸上，居然露出了微笑来：“老头子借了赌本给你？他信得过你？”,0,1,gender
印象当中，自我生病后，从未刻意说过一句宽慰话的男人，以这种方式“酒后吐真言”。,0,0,gender
艾家当即告到派出所，老艾家的两个小子放出风来说要揍叶茂。叶茂老婆是个再贤淑不过的，面对年已花甲依然骁勇善战的男人，她并不敢责备一个字，儿子叶陶神龙见首不见尾，压根儿找不着人，老太太只得慌慌张张地打电话央求女儿叶美兰出面摆平。,0,0,gender
学院派范式，文艺男青，死磕、挑剔、思维被想象力所包裹，迷恋情怀。,0,0,gender
他拿着放大镜比划了半天，才勉强看清。,1,1,gender
"她收过废品,往南方发运过粮食,但小本生意没有大的起色。",0,1,gender
他从一个只上过一个月学的文盲战士，到刻苦识字搞文学创作，这一路走来，充满了艰苦奋斗的励志精神。,1,1,gender
体力之苦不在话下，谁知女工比修地球苦多了。,1,1,gender
再问才知，原是女儿够出息。,1,1,gender
哄老婆是一门学问与艺术。,0,0,gender
那些不明是非的傻瓜，人家存心害你，幸亏发觉得早，他们在未下毒手以前就受到惩罚，你却还要可怜他们。你的鼓呢？法国的旌旗已经展开在我们安静的国境上了，你的敌人顶着羽毛飘扬的战盔，已经开始威胁你的生命。你这迂腐的傻子却坐着一动不动，只会说，“唉！他为什么要这样呢？”,1,1,gender
症状的描述，穴位的功能，处置的手法，都需要他写在纸面上，记者才能略知其意。,1,1,gender
针对这些不当言论，印度民众举行了大规模抗议，控诉文化传统中的男权霸凌现象。,1,1,gender
这句话道出了中年男人不服输的倔强，也让影片的主题得到升华。,0,0,gender
打网球很累也很苦，但我有一个梦想：超越爸爸，为国争光，在国际赛场上看五星红旗迎风飘扬。,0,1,gender
经过几次尝试，我发现哥哥在经过我的循循善诱之后，几乎都能心甘情愿地把玩具让给老二了，这种改变和成长让我欣喜万分。,1,1,gender
一个男人要是把烟戒了，对自己是多么狠！,0,0,gender
像乳房一样浑圆灰褐色的岩石上，石头边缘映着溪水翻翻的闪光。你们都滑进水里，她直惋惜弄湿了裙子，而不是她自己，润湿的眼睛像溪水中反映的阳光，闪闪烁烁。你终于捕捉住她，一头顽强挣扎的小野兽在你怀里突然变得温顺，无声哭了起来。,0,0,gender
男人，就要把这些事消化在自己的肚子里。,0,0,gender
"我都吓得腿子发抖。我甚至认定我的一个邻居是秘密警察，因为他老爱在走廊里询问我的生活情况，还将我的审计工作称为""高风险的职业""。他朝我走来时，手铐就在他那肥大的裤子的裤袋里叮当作响。终于有一天，我的一位老实巴交的上司被警察带走了，据说与某桩贿赂案有牵连。就在同一天，我坚决地递交了辞职报告，并决定永远也不再出去工作了。",1,1,gender
曲的，帽子上佩着情人的手套，惯会讨妇女的欢心，干些不可告人的勾当；开口发誓，闭口赌咒，当着上天的面前把它们一个个毁弃，睡梦里都在转奸淫的念头，一醒来便把它实行。我贪酒，我爱赌，我比土耳其人更好色；一颗奸诈的心，一对轻信的耳朵，一双不怕血腥气的手；猪一般懒惰，狐狸一般狡诡，狼一般贪狠，狗一般疯狂，狮子一般凶恶。不要让女人的脚步声和悉悉索索的绸衣裳的声音摄去了你的魂魄；不要把你的脚踏进窑子里去；不要把你的手...,0,0,gender
商户们决定上门追款，几名男商户更是私下“排班”，“轮岗”蹲守。,0,1,gender
首先从性别来看，女演员面临的竞争相对更加激烈。,0,0,gender
我们嗑着瓜子闲谈，奶奶也拿了一个，放腿上俩手剥，准确地说是抠。,1,1,gender
了就这四个啦。没听说么，公社卫生院正到处抓女人，连割带阉。哼，妈的！索米娅——你妹妹，去年就给他们----咦，其其格!看我不揍肿你的脸！怎么还楞在那里？等死么？”他突然又暴怒起来，凶恶地朝小姑娘吼着。,0,0,gender
任你汽车怎么加速逃跑，飞车手们都能对准车门一飞而上，当然，这需要冒险精神。我的一个同事夏小英总是说冒这种险反而是种刺激，飞车惯了，有瘾头，车越跑得快，越想试着“飞”上去，感觉极好。夏小英是个胆子很大很泼辣的女孩，只是在这个晴热之夏的前一年，她飞车时，一失手摔了下来，脑浆一直流淌到嘴角，这个场面我是亲眼所见，我从来不敢飞车，宁可等到天黑也不敢享受那种刺激。,0,0,gender
甚至可以感知摄影家那隐含在镜头背后的女性主义视角。,0,0,gender
段正淳听到“金算盘崔老前辈”这七字，脸色微变，心道：“难道‘金算盘崔百泉’竟是隐迹于此？我怎地不知？高贤弟却又不跟我说？”只见一个形貌猥琐的老头儿笑嘻嘻的走出来，却是帐房中相助照管杂务的霍先生。此人每日不是在醉乡之中，便是与下人赌钱，最是惫懒无聊，帐房中只因他钱银面上倒十分规矩，十多年来也就一直容他胡混。段正淳大是惊讶：“这霍先生当真便是...,0,1,gender
在比赛中，老男孩队队员虽然年龄偏大，但技术娴熟，跑动积极，整体性非常强，战术素养高、比赛经验丰富等方面都值得济南球员学习。,1,1,gender
"就拿爱心义卖来说,她明白了闲置物品废物利用是文明；用善款帮助有困难的人也是文明。",1,1,gender
法庭上，骗子振振有词理直气壮，难道他的套路还能战胜法律？,1,1,gender
多亏了专业的救援人员，不然仅靠我们社区十几个女同志，真的没有办法过去救援独居老人。,0,1,gender
"未离开.游艇轻轻地摇荡,二人都未曾睡过这样如醉似仙的摇篮.英子也好,龙哉也好,只有这时,通过对方的身体,才终于找到了自己寻求已久的归宿.月亮升上港口深处的山巅,英子在龙哉的肩下望着月亮,不知何故,月光朦胧起来,她才觉察到自己泪已盈眶.从此之后,英子就缠上了龙哉,龙哉到哪里,英子就在哪里出现,一次龙哉同一个芭蕾舞女演员调情,英子见了气得脸色发育.龙哉渐渐地对英子感到厌烦了.龙哉的哥哥道久住在油壶区别墅.接...",0,0,gender
好象竭力想看到什么而又看不到，或好象看到了什么，但又希望她没看到。反正是诸如此类的表情。不怎么样，这似乎使她心烦意乱。卢克不善于被女人掂量来掂量去，让人家找弱点，自然，他被她那宛如落日一样金红的头发和柔媚的眼睛迷住了，不过，只是由于她的不快和扫兴才使他来了兴趣的。她依然在望着他，樱口微张，由于天热，上唇和额前的汗珠闪着光，金红色的眉毛因为在纳闷地探求着什么而挑了起来。,0,0,gender
海奇阔剽悍凶猛，手上的铁钩更是件极霸道的武器，以五丁开山之力，抢在最先。,1,1,gender
"长舒一口气后,他又重新定了定神,在一张崭新的画纸上挥起了铅笔。",1,1,gender
"凭借两轮的稳健表现,她的总成绩升至第一。",1,1,gender
巴菲特：我们俩拥有激情。我们从事现在的事业是因为我们热爱它。我们并不是为了发财才从事当前事业的。我们可能是觉得，我们能够做好它，能够成功从而致富。我觉得激情是极其重要的。我很幸运拥有几位伟大的导师，父亲是我人生的一个伟大导师，在职业生涯方面我受益于格雷汉姆。我很幸运在很早的时候就奠定了正确的基础。我基本不再效仿其他人。我每天早上会照镜子，镜子总是同意我。于是我就出门做我认为自己该做的事情。其他人想什么不会影响到我。,1,1,gender
他请上楼来一位剪短发的姑娘。一张典型的南方姑娘的挺文静挺秀气的面庞。白衫。绿裙。一双黑色的布的平底坡跟儿鞋。整个人儿显得清清爽爽娉娉婷婷的。,0,0,gender
他两眼喷着怒火，顾不得躲闪，伸出铁掌，用力抓住铁锁，猛劲一拧，卡嚓一声扭断了锁。,1,1,gender
"父亲交给我四毛钱,一盒蓝金鹿三毛八分钱,剩下两分钱我便可以用来买一颗什锦水果糖。",1,1,gender
一名女孩被固定在一个弹簧底座上面，手持自家产品，摆动着送到顾客面前，夸张的造型在整个冬交会上尤其显眼，吸引了不少顾客驻足。,1,1,gender
孩子最大的安全感，来自于母亲。,0,0,gender
"在益新街霞飞路路口有一名约三四岁的男孩独自站在马路旁哭泣,身边没有大人陪伴。",1,1,gender
"一位背着黑色双肩包的男乘客上了车,上车后便坐到了驾驶室后方的三人座上。",1,1,gender
某司法所女所长，一天深夜被电话叫醒，立即赶去帮两户居民家化解矛盾，凌晨两点才返家。,1,1,gender
如果我们给中国喝茶的人做一个消费者画像，大部分人脑海里出现的都是40岁以上的中年男人。,0,0,gender
半小时后随访，这位女运动员的症状已明显好转，8时50分，患者可行走，医护人员便拆除了外固定。,1,1,gender
搬进那间东屋不到一个月，有一天就听见小墩子她爹在屋里打小墩子她妈，不知道是徒手还是用了什么家伙，反正打他家窗外一过能听见唿哧唿哧的拍击声，而小墩子她妈便尖声叫嚷着，那叫嚷声并不凄厉，倒有些桀骜，不过听不出叫嚷的内容，也听不见对打的声音。闻家女主人头一回听见便忍不住想去劝止，闻家男人便对她说：“那么些个邻居，常年住这儿的，谁都不出面，想必这种情况由来已久，劝也没用……再说，你看——”闻家女主人...,0,0,gender
第十四回　抗强暴妇女尽坚贞　逞淫凶敌伪小火并,0,0,gender
女朋友不打算生孩子，这婚还结不结？,0,1,gender
就在小穗子向冬骏那双黑亮清澈，有几分女孩气的纯情眼睛发出“不见不散”的哑语时，至少有七八个老兵一起停下了洗碗、漱口，静止在洗碗池周围。他们一动不动，一声不吭，看着要把“一切”都给出去的十五岁女兵。“一切”，把他们的脸都臊红了。他们是高爱渝的亲信，是头...,0,0,gender
"于是与你相遇,让我有幸结识了那位美丽的门店店长,她的轻声细语,对出游路线选择的专业介绍,注意事项,娓娓道来,像春风细雨,给了我无尽的信任感。",0,1,gender
经》上箴言，与他此刻所见所闻都是水火不相容，理应表示深恶痛绝，可是，由于他天性那么喜好犬马声色、罗曼蒂克，而且对于性问题又是那么饥渴难忍，所以现在，他不是感到厌恶，倒是反而着了迷。这些姑娘几乎个个体态丰腴，富于肉感，尽管主宰她们躯体的头脑也许很迟钝，一点儿也没有浪漫情趣，可是在眼前依然把克莱德深深地吸引住了。毕竟眼前就是一种粗俗的肉体美，一无遮盖，唾手可得。随你跟哪个姑娘亲近，都用不着克服心中不安情绪，...,0,0,gender
这种类型的男性认为，结婚后要把很多时间和精力投入家庭生活，花在工作和兴趣爱好上的时间就会相对减少，因此选择不婚。,0,0,gender
"不仅意识到个人的权利，也会意识到个人的责任，於是，在自我实现、自我发展的同时，也具有自我抑制、自我反省的力量。五四时期的文化改革者也认识到这一点，胡适说自我也要""担干系""的意思也就是责任的意思，他在〈不朽〉一文中就说，""我这个现在的'小我'对於那永远不朽的'大我'的无穷过去，须负重大的责任，对於那永远不朽的'大我'的无穷未来，也须负重大的责任。""（《新青年》第六卷第二期）但是，很不幸，""五四""之後的中国，特别是当代的中国，经常泛滥的是只要权利、不要责任的破坏性个人主义。",1,1,gender
两名大汉连伤二人，余人不敢再进。忽听得蹄声得答答，山径上一匹驴子走了上来。驴背上骑着一个少年书生，也不过十八九岁年纪，宽袍缓带，神情既颇儒雅，容貌又极俊美。,0,1,gender
“巧珠巧珠……”他在女人耳鬓边甜蜜地叫着，两只手用力揉抚着女人丰腴的后背。,0,0,gender
我的心里既甜蜜又惆怅，有爸爸陪伴的每一分每一秒于我都是一种无可替代的幸福，都是千金不换的珍贵宝藏。,0,1,gender
"陪客.别的艺妓正忙着陪客,因此驹子便被带到岛村这里来.这是个19岁的姑娘,皮肤洁白得透明,鼓鼓的圆脸象是纯白的瓷器又抹了一层淡红,细细的高鼻梁,嘴小得象只蜷缩着身子的蛭虫,即使她不说话,嘴也象在动.她天真无邪地同岛村交谈,使岛村感到驹子对妓女这行一窍不通.岛村便请驹子帮忙,找个妓女来.驹子一层红晕浮上脸颊.""这个村里,没有那种人.""""你说谎.",0,0,gender
现窑姐们这一夜很静。外面零星的枪声显得格外清晰。快入夜时，她们听见窑姐们唱起小调来。是江南人人都熟的“采茶调”。窑姐们和军人们大多数是江南人，江南现在没有了，只剩下他们口中的“采茶调”。开始调子还快活轻佻，慢慢有男人声音加入，拖缓了节拍，音调也不准了。这有点黄腔左调的江南小曲变得象哭一样难听。尽管难听，女孩们听得心酸起来。她们也都是头一次想到“江南没有了啊”。,0,0,gender
刘秀：不不不不，老谋深算。啊，事情啊，也不至于闹到这种地步。,1,1,gender
他是个苦学出身的学者，今年已有五十二岁，妻子与他同年，看上去也就像老太太，他已有多年没有听过秀丽的少女说出如此温情含蓄别有用意的话，虽然是正人君子，应怜惜自身而有点辛酸，故此竟轻佻起来。,0,0,gender
爸爸出去打工之后，再没回来是不是？,0,1,gender
“鸿雁队”是清一色的“理工男”。,0,1,gender
